$DATA1 
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '* the first line is always a comment'
index,delay_read,temper,alter#
523, 1.459304e-10,  27.0000000,1
524, 1.681854e-10,  27.0000000,1
525, 1.445224e-10,  27.0000000,1
526, 1.602267e-10,  27.0000000,1
527, 1.342306e-10,  27.0000000,1
528, 1.589577e-10,  27.0000000,1
529, 1.514371e-10,  27.0000000,1
530, 1.284677e-10,  27.0000000,1
531, 1.412731e-10,  27.0000000,1
532, 1.483525e-10,  27.0000000,1
533, 1.503761e-10,  27.0000000,1
534, 1.398346e-10,  27.0000000,1
535, 1.407840e-10,  27.0000000,1
536, 1.396225e-10,  27.0000000,1
537, 1.391194e-10,  27.0000000,1
538, 1.677830e-10,  27.0000000,1
539, 1.264664e-10,  27.0000000,1
540, 1.657981e-10,  27.0000000,1
541, 1.453877e-10,  27.0000000,1
542, 1.467689e-10,  27.0000000,1
543, 1.343028e-10,  27.0000000,1
544, 1.567083e-10,  27.0000000,1
545, 1.389294e-10,  27.0000000,1
546, 1.415964e-10,  27.0000000,1
547, 1.573614e-10,  27.0000000,1
548, 1.432494e-10,  27.0000000,1
549, 1.445596e-10,  27.0000000,1
550, 1.548809e-10,  27.0000000,1
551, 1.382300e-10,  27.0000000,1
552, 1.746149e-10,  27.0000000,1
553, 1.411836e-10,  27.0000000,1
554, 1.517555e-10,  27.0000000,1
555, 1.437088e-10,  27.0000000,1
556, 1.634501e-10,  27.0000000,1
557, 1.489396e-10,  27.0000000,1
558, 1.576261e-10,  27.0000000,1
559, 1.389391e-10,  27.0000000,1
560, 1.404962e-10,  27.0000000,1
561, 1.428848e-10,  27.0000000,1
562, 1.430257e-10,  27.0000000,1
563, 1.502386e-10,  27.0000000,1
564, 1.583204e-10,  27.0000000,1
565, 1.511776e-10,  27.0000000,1
566, 1.434961e-10,  27.0000000,1
567, 1.482186e-10,  27.0000000,1
568, 1.457531e-10,  27.0000000,1
569, 1.445218e-10,  27.0000000,1
570, 1.376025e-10,  27.0000000,1
571, 1.495847e-10,  27.0000000,1
572, 1.407158e-10,  27.0000000,1
573, 1.544062e-10,  27.0000000,1
574, 1.423611e-10,  27.0000000,1
575, 1.455442e-10,  27.0000000,1
576, 1.493024e-10,  27.0000000,1
577, 1.646386e-10,  27.0000000,1
578, 1.511804e-10,  27.0000000,1
579, 1.483107e-10,  27.0000000,1
580, 1.527118e-10,  27.0000000,1
581, 1.652297e-10,  27.0000000,1
582, 1.434600e-10,  27.0000000,1
583, 1.614853e-10,  27.0000000,1
584, 1.429396e-10,  27.0000000,1
585, 1.579536e-10,  27.0000000,1
586, 1.457731e-10,  27.0000000,1
587, 1.570089e-10,  27.0000000,1
588, 1.350449e-10,  27.0000000,1
589, 1.350315e-10,  27.0000000,1
590, 1.559946e-10,  27.0000000,1
591, 1.500065e-10,  27.0000000,1
592, 1.469779e-10,  27.0000000,1
593, 1.609856e-10,  27.0000000,1
594, 1.447868e-10,  27.0000000,1
595, 1.463503e-10,  27.0000000,1
596, 1.452687e-10,  27.0000000,1
597, 1.581459e-10,  27.0000000,1
598, 1.467550e-10,  27.0000000,1
599, 1.378346e-10,  27.0000000,1
600, 1.423690e-10,  27.0000000,1
601, 1.345102e-10,  27.0000000,1
602, 1.445862e-10,  27.0000000,1
603, 1.498991e-10,  27.0000000,1
604, 1.437619e-10,  27.0000000,1
605, 1.531264e-10,  27.0000000,1
606, 1.376552e-10,  27.0000000,1
607, 1.438160e-10,  27.0000000,1
608, 1.621565e-10,  27.0000000,1
609, 1.389649e-10,  27.0000000,1
610, 1.368901e-10,  27.0000000,1
611, 1.536546e-10,  27.0000000,1
612, 1.458758e-10,  27.0000000,1
613, 1.437587e-10,  27.0000000,1
614, 1.366361e-10,  27.0000000,1
615, 1.423508e-10,  27.0000000,1
616, 1.555051e-10,  27.0000000,1
617, 1.386206e-10,  27.0000000,1
618, 1.410242e-10,  27.0000000,1
619, 1.409416e-10,  27.0000000,1
620, 1.521615e-10,  27.0000000,1
621, 1.435495e-10,  27.0000000,1
622, 1.444758e-10,  27.0000000,1
623, 1.444706e-10,  27.0000000,1
624, 1.492076e-10,  27.0000000,1
625, 1.332876e-10,  27.0000000,1
626, 1.574679e-10,  27.0000000,1
627, 1.466477e-10,  27.0000000,1
628, 1.432029e-10,  27.0000000,1
629, 1.582061e-10,  27.0000000,1
630, 1.426278e-10,  27.0000000,1
631, 1.531238e-10,  27.0000000,1
632, 1.599883e-10,  27.0000000,1
633, 1.393116e-10,  27.0000000,1
634, 1.442849e-10,  27.0000000,1
635, 1.280866e-10,  27.0000000,1
636, 1.408771e-10,  27.0000000,1
637, 1.466494e-10,  27.0000000,1
638, 1.294399e-10,  27.0000000,1
639, 1.450810e-10,  27.0000000,1
640, 1.477213e-10,  27.0000000,1
641, 1.432018e-10,  27.0000000,1
642, 1.407813e-10,  27.0000000,1
